agent\.id,rule\.level,id,full_log
001,3,1775693070.1636433, 
001,3,1775693070.1647814, 
001,3,1775693070.1664852, 
001,3,1775693070.1698949, 
001,9,1775693076.1704607, 
001,3,1775693077.1751037, 
001,3,1775693028.1044420, 
001,3,1775693029.1056556, 
001,3,1775693030.1068351, 
001,3,1775693030.1080394, 
001,3,1775693032.1092532, 
001,3,1775693053.1275973, 
001,3,1775693055.1282424, 
001,3,1775693055.1288194, 
001,3,1775693056.1301489, 
001,3,1775693056.1318174, 
001,3,1775693048.1197000, 
001,3,1775693048.1203068, 
001,3,1775693050.1225948, 
001,3,1775693051.1243873, 
001,3,1775693051.1270325, 
001,3,1775693042.1138774, 
001,3,1775693043.1161510, 
001,3,1775693043.1175996, 
001,3,1775693019.1002882, 
001,3,1775693027.1025976, 
001,3,1775693027.1032046, 
001,3,1775693033.1098172, 
000,3,1775693002.999168, 
001,9,1775693077.1771883, 
001,3,1775693088.1775625, 
001,4,1775693195.1880235, 
001,3,1775693195.1883331, 
001,4,1775693196.1891667, 
001,4,1775693197.1931588, 
001,3,1775693197.1934565, 
001,3,1775693197.1960293, 
001,4,1775693191.1822683, 
001,3,1775693192.1828387, 
001,4,1775693192.1837107, 
001,4,1775693193.1839957, 
001,4,1775693193.1851487, 
001,4,1775693193.1854339, 
001,4,1775693193.1857191, 
001,4,1775693193.1860041, 
001,3,1775693212.1969918, 
001,3,1775693212.1991798, 
001,4,1775693214.2012126, 
001,3,1775693214.2021112, 
001,3,1775693214.2030038, 
001,3,1775693258.2093516, 
001,3,1775693258.2101518, 
001,3,1775693270.2157568, 
001,3,1775693145.1788299, 
001,5,1775693158.1799283, 
000,7,1775693274.2173568,"ossec: output: 'netstat listening ports':
tcp 0.0.0.0:22 0.0.0.0:* /usr
tcp6 :::22 :::* /usr
udp 192.168.80.142:68 0.0.0.0:* 3754/systemd-networ
udp 127.0.0.1:323 0.0.0.0:* 3167/chronyd
udp6 ::1:323 :::* 3167/chronyd
tcp 0.0.0.0:443 0.0.0.0:* 3086/node
tcp 0.0.0.0:1514 0.0.0.0:* 4351/wazuh-remoted
tcp 0.0.0.0:1515 0.0.0.0:* 4140/wazuh-authd
tcp6 127.0.0.1:9200 :::* 3817/java
tcp6 127.0.0.1:9300 :::* 3817/java
tcp 0.0.0.0:55000 0.0.0.0:* 4086/python3
tcp6 :::55000 :::* 4086/python3"
001,4,1775690242.5200454, 
001,4,1775690242.5215958, 
001,3,1775690251.5239001, 
001,3,1775690336.5271451, 
001,3,1775690336.5276920, 
001,3,1775690337.5288180, 
001,3,1775690340.5293848, 
001,3,1775690340.5299888, 
001,3,1775690343.5317162, 
001,3,1775690345.5334062, 
001,3,1775690352.5356713, 
001,3,1775690360.5362365, 
001,3,1775690366.5385487, 
001,3,1775690366.5403168, 
001,3,1775690366.5427178, 
001,3,1775690366.5433035, 
001,3,1775690419.5455964, 
001,3,1775690419.5461751, 
001,3,1775690427.5479465, 
001,3,1775690427.5496204, 
001,3,1775690427.5518798, 
001,3,1775690427.5524376, 
001,3,1775690428.5553535, 
001,3,1775690428.5559472, 
001,3,1775690428.5565078, 
001,3,1775690428.5582109, 
001,8,1775690429.5595992, 
001,3,1775690432.5618296, 
001,14,1775690434.5629526, 
001,3,1775690436.5696118, 
001,3,1775690436.5701823, 
001,3,1775690436.5710659, 
001,14,1775690439.5716337, 
001,3,1775690441.5805002, 
001,3,1775690442.5810664, 
001,3,1775690442.5816338, 
001,3,1775690448.5838954, 
001,3,1775690468.5883186, 
000,3,1775690523.5896656,"type=AVC msg=audit(1775690523.132:333): avc:  denied  { open } for  pid=1 comm=""systemd"" path=""/etc/systemd/system/updateIndexerHeap.service"" dev=""sda1"" ino=1805065 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1"
001,3,1775690531.5897269, 
001,3,1775690663.5915948, 
001,3,1775690724.5944591, 
001,3,1775690724.5950243, 
001,3,1775690736.5956107, 
001,3,1775690739.5958564, 
001,3,1775693603.2833217, 
001,5,1775692920.1570, 
001,3,1775692920.3089, 
000,3,1775692922.21240,"type=AVC msg=audit(1775692922.587:222): avc:  denied  { open } for  pid=1 comm=""systemd"" path=""/etc/systemd/system/updateIndexerHeap.service"" dev=""sda1"" ino=1805065 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1"
001,3,1775692923.23120, 
000,3,1775692923.30639,ossec: Manager started.
001,3,1775692925.37829, 
001,3,1775692926.49762, 
001,9,1775692928.85511, 
001,3,1775692928.115294, 
001,4,1775692930.128909, 
001,4,1775692930.131160, 
001,3,1775692931.139148, 
001,3,1775692931.145721, 
001,3,1775692931.222178, 
001,3,1775692931.234196, 
001,3,1775692932.270920, 
001,3,1775692934.297325, 
001,3,1775692934.299661, 
001,3,1775692934.324859, 
001,3,1775692934.330962, 
001,3,1775692935.342789, 
001,3,1775692935.348658, 
001,3,1775692935.360386, 
001,3,1775692935.366265, 
001,3,1775692935.371880, 
001,3,1775692935.377595, 
001,3,1775692935.383701, 
001,3,1775692935.457520, 
001,3,1775692935.468910, 
001,3,1775692935.475403, 
001,4,1775692935.481052, 
001,4,1775692936.483771, 
001,3,1775692936.535229, 
001,3,1775692936.547239, 
001,3,1775692936.558367, 
001,3,1775692936.569287, 
001,4,1775692936.592698, 
001,3,1775692937.598136, 
001,3,1775692940.638977, 
001,3,1775692940.657153, 
001,3,1775692940.662796, 
001,3,1775692940.698907, 
001,3,1775692940.722607, 
001,3,1775692940.740434, 
001,3,1775692940.757004, 
001,3,1775692940.773270, 
001,4,1775692940.778903, 
001,4,1775692941.793481, 
001,3,1775692941.813042, 
001,3,1775692942.824398, 
001,3,1775692949.894762, 
001,4,1775692950.900625, 
001,4,1775692951.922759, 
001,3,1775692951.924986, 
001,4,1775692951.959598, 
001,3,1775692965.977156, 
001,4,1775692965.983519, 
001,3,1775693309.2383108, 
001,3,1775693309.2391128, 
001,3,1775693311.2439216, 
001,3,1775693311.2455240, 
001,3,1775693312.2519344, 
001,4,1775693312.2564804, 
001,3,1775693312.2567524, 
001,3,1775693312.2575656, 
001,4,1775693312.2581744, 
001,3,1775693312.2599532, 
001,3,1775693306.2294972, 
001,3,1775693307.2311004, 
001,3,1775693308.2359068, 
001,3,1775693468.2690663, 
001,3,1775693472.2721007, 
001,3,1775693477.2726663, 
001,3,1775693477.2732481, 
001,3,1775693477.2738551, 
001,3,1775693541.2791983, 
001,3,1775693296.2238906, 
001,3,1775693554.2826750, 
001,3,1775693348.2666821, 
001,3,1775693532.2786286, 
001,3,1775693514.2780819, 
001,3,1775693068.1341434, 
001,3,1775693068.1346933, 
001,3,1775693068.1363733, 
001,3,1775693068.1397756, 
001,3,1775693069.1443296, 
001,3,1775693069.1449005, 
001,3,1775693069.1454665, 
001,3,1775693069.1471703, 
001,3,1775693069.1483052, 
001,3,1775693069.1500013, 
001,3,1775693069.1505658, 
001,3,1775693069.1511310, 
001,3,1775693069.1528372, 
001,3,1775693069.1534028, 
001,3,1775693069.1545393, 
001,3,1775693069.1551062, 
001,3,1775693070.1562451, 
001,3,1775693070.1579468, 
001,3,1775693070.1596574, 
001,3,1775693070.1630773, 
001,3,1775693070.1642154, 
001,3,1775693070.1653491, 
001,3,1775693070.1676217, 
001,3,1775693070.1681869, 
001,9,1775693076.1725252, 
001,3,1775693033.1109879, 
001,4,1775693034.1116047, 
001,3,1775693034.1118767, 
001,3,1775693035.1124941, 
001,3,1775693035.1131005, 
001,4,1775693051.1249517, 
001,3,1775693051.1252239, 
001,3,1775693051.1258201, 
001,3,1775693051.1264377, 
001,4,1775693043.1146324, 
001,3,1775693043.1155554, 
001,3,1775693043.1170410, 
001,4,1775693043.1194280, 
001,3,1775693056.1294667, 
001,3,1775693056.1312544, 
001,3,1775693027.1038466, 
001,3,1775693030.1086760, 
001,3,1775693057.1329502, 
001,3,1775693099.1779072, 
000,3,1775693133.1784584, 
001,5,1775693020.1008526, 
001,5,1775693020.1010162, 
001,4,1775693214.2009404, 
001,3,1775693214.2014848, 
001,4,1775693214.2027316, 
001,3,1775693214.2038984, 
001,4,1775693214.2045244, 
001,3,1775693214.2047966, 
001,4,1775693215.2054170, 
001,3,1775693216.2056892, 
001,3,1775693260.2109516, 
001,3,1775693263.2125532, 
001,3,1775693265.2133534, 
001,3,1775693268.2149550, 
001,3,1775693193.1871561, 
001,3,1775693197.1910106, 
001,4,1775693197.1918782, 
001,3,1775693212.1978022, 
001,4,1775693212.1988946, 
001,3,1775693193.1862891, 
001,3,1775693282.2174816, 
001,3,1775693284.2182830, 
001,4,1775693218.2063096, 
001,4,1775693218.2065946, 
001,5,1775693158.1804536, 
001,3,1775690242.5203174, 
001,3,1775690251.5224638, 
001,3,1775690251.5232825, 
001,3,1775690284.5250689, 
001,3,1775690336.5265726, 
001,3,1775690342.5305544, 
001,3,1775690343.5322816, 
001,3,1775690345.5328420, 
001,3,1775690347.5351069, 
001,3,1775690360.5368265, 
001,3,1775690360.5379541, 
001,3,1775690366.5390952, 
001,3,1775690366.5397076, 
001,3,1775690366.5409348, 
001,3,1775690366.5415460, 
001,3,1775690366.5421317, 
001,3,1775690396.5438896, 
001,3,1775690427.5490600, 
001,3,1775690427.5501760, 
001,3,1775690427.5507441, 
001,3,1775690427.5529944, 
001,3,1775690427.5535788, 
001,3,1775690428.5570720, 
001,3,1775690428.5576478, 
001,5,1775690428.5587845, 
001,8,1775690429.5590962, 
001,8,1775690429.5598672, 
001,3,1775690432.5623872, 
001,12,1775690436.5707631, 
001,4,1775690440.5795529, 
001,3,1775690441.5799344, 
001,3,1775690447.5833300, 
001,3,1775690449.5844582, 
001,3,1775690450.5845904, 
001,3,1775690452.5857502, 
001,3,1775690456.5865627, 
001,3,1775690456.5871587, 
001,3,1775690473.5889655, 
000,3,1775690523.5896013,"type=AVC msg=audit(1775690523.132:332): avc:  denied  { read } for  pid=1 comm=""systemd"" name=""updateIndexerHeap.service"" dev=""sda1"" ino=1805065 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1"
001,5,1775690589.5908755, 
001,3,1775690655.5910284, 
001,3,1775690686.5923377, 
001,3,1775690704.5938665, 
001,4,1775693553.2817856, 
001,3,1775693553.2820576, 
001,3,1775693545.2800127, 
001,3,1775693546.2805735, 
001,3,1775692918.1242,ossec: Agent started: 'suspicious->any'.
001,3,1775692920.9336, 
001,3,1775692921.15590, 
000,3,1775692922.21851,"type=AVC msg=audit(1775692922.587:221): avc:  denied  { read } for  pid=1 comm=""systemd"" name=""updateIndexerHeap.service"" dev=""sda1"" ino=1805065 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1"
001,3,1775692925.30891, 
001,5,1775692925.36541, 
001,3,1775692926.44112, 
001,3,1775692926.65237, 
001,5,1775692926.76757, 
001,4,1775692928.79077, 
001,9,1775692928.81315, 
001,3,1775692928.89740, 
001,7,1775692928.95600, 
001,4,1775692928.104375, 
001,4,1775692930.121019, 
001,3,1775692930.123258, 
001,3,1775692931.133387, 
001,3,1775692931.151573, 
001,3,1775692931.157744, 
001,3,1775692931.175649, 
001,3,1775692931.187205, 
001,3,1775692931.198724, 
001,3,1775692931.210742, 
001,3,1775692931.228427, 
001,3,1775692931.240447, 
001,3,1775692932.246305, 
001,3,1775692932.255640, 
001,8,1775692933.275604, 
001,3,1775692933.279170, 
001,3,1775692934.307616, 
001,3,1775692935.336985, 
001,3,1775692935.395591, 
001,3,1775692935.401240, 
001,3,1775692935.407853, 
001,4,1775692935.413900, 
001,3,1775692935.416625, 
001,3,1775692935.431478, 
001,3,1775692935.438229, 
001,3,1775692935.450711, 
001,4,1775692935.463507, 
001,4,1775692936.501667, 
001,3,1775692936.525550, 
001,3,1775692936.541296, 
001,3,1775692936.585917, 
001,4,1775692936.595417, 
001,4,1775692937.604309, 
001,4,1775692940.607056, 
001,3,1775692940.627101, 
001,3,1775692940.645362, 
001,3,1775692940.668715, 
001,3,1775692940.674782, 
001,3,1775692940.681045, 
001,3,1775692940.710530, 
001,3,1775692940.716372, 
001,3,1775692940.728374, 
001,4,1775692943.830571, 
001,3,1775692943.853035, 
001,3,1775692943.859072, 
001,3,1775692943.867273, 
001,3,1775692949.883319, 
001,3,1775692949.889099, 
001,3,1775692951.930844, 
001,3,1775692951.937083, 
001,3,1775692951.962447, 
001,3,1775692961.971168, 
001,3,1775692965.986240, 
001,3,1775692966.992415, 
000,3,1775692968.993737, 
000,7,1775692975.997680, 
001,3,1775693309.2399148, 
001,3,1775693310.2407160, 
001,3,1775693310.2415176, 
001,3,1775693310.2423188, 
001,3,1775693310.2431208, 
001,3,1775693311.2479286, 
001,3,1775693312.2503312, 
001,3,1775693312.2527362, 
001,3,1775693312.2535372, 
001,3,1775693312.2551396, 
001,3,1775693312.2558222, 
001,4,1775693312.2590638, 
001,3,1775693312.2593358, 
001,3,1775693312.2606174, 
001,4,1775693312.2612818, 
001,3,1775693312.2615544, 
001,3,1775693306.2302986, 
001,3,1775693307.2335038, 
001,3,1775693307.2351056, 
001,3,1775693309.2367084, 
001,3,1775693294.2230892, 
001,3,1775693297.2246916, 
001,3,1775693297.2254934, 
001,3,1775693297.2262944, 
001,3,1775693347.2660859, 
001,3,1775693348.2672781, 
001,3,1775693348.2678741, 
001,3,1775693349.2684703, 
001,3,1775693300.2278960, 
001,3,1775693300.2286970, 
001,3,1775693471.2702898, 
001,3,1775693471.2708759, 
001,3,1775693471.2715146, 
001,3,1775693480.2755783, 
001,3,1775693480.2762216, 
001,3,1775693493.2774385, 
001,3,1775693323.2636358, 
001,3,1775693068.1352575, 
001,3,1775693068.1374750, 
001,3,1775693068.1392118, 
001,3,1775693069.1403471, 
001,3,1775693069.1409129, 
001,3,1775693069.1426261, 
001,3,1775693069.1431915, 
001,3,1775693069.1460358, 
001,3,1775693069.1466018, 
001,3,1775693069.1477359, 
001,3,1775693069.1517035, 
001,3,1775693069.1522691, 
001,3,1775693069.1556718, 
001,3,1775693070.1585173, 
001,3,1775693070.1590833, 
001,3,1775693070.1602230, 
001,3,1775693070.1619287, 
001,3,1775693070.1625040, 
001,3,1775693070.1659151, 
001,3,1775693070.1670508, 
001,3,1775693070.1687596, 
001,3,1775693070.1693254, 
001,3,1775693076.1711828, 
001,9,1775693076.1718390, 
001,9,1775693076.1732775, 
001,5,1775693076.1739330, 
001,3,1775693076.1746324, 
001,3,1775693077.1756997, 
001,4,1775693077.1762957, 
001,3,1775693077.1765679, 
001,3,1775693039.1136961, 
001,3,1775693043.1149044, 
001,3,1775693043.1182167, 
001,3,1775693043.1187632, 
001,3,1775693049.1208886, 
001,3,1775693049.1214608, 
001,3,1775693049.1220300, 
001,3,1775693051.1232313, 
001,3,1775693051.1237981, 
001,3,1775693025.1011910, 
001,3,1775693027.1020158, 
001,3,1775693028.1050308, 
001,3,1775693030.1074313, 
001,3,1775693056.1307079, 
001,3,1775693056.1323828, 
001,3,1775693033.1104197, 
001,3,1775693157.1793768, 
001,5,1775693158.1802939, 
001,9,1775693091.1777205, 
001,3,1775693196.1894644, 
001,4,1775693196.1904402, 
001,4,1775693196.1907254, 
001,3,1775693197.1921759, 
001,4,1775693197.1944174, 
001,3,1775693197.1947151, 
001,4,1775693197.1957316, 
001,4,1775693183.1807950, 
001,3,1775693183.1810672, 
001,3,1775693183.1816872, 
001,4,1775693191.1825535, 
001,3,1775693193.1842807, 
001,3,1775693257.2077472, 
001,3,1775693257.2085518, 
001,3,1775693262.2117522, 
001,3,1775693266.2141540, 
001,3,1775693289.2198850, 
001,3,1775693292.2214870, 
001,4,1775693213.2000478, 
001,3,1775693214.2003200, 
001,4,1775693214.2036262, 
001,3,1775693218.2068796, 
001,3,1775693272.2165566, 
001,4,1775693212.1986094, 
001,3,1775693166.1806137, 
