EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID
5379,4340,,2026-04-01 17:20:39.701025+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4410
5379,4341,,2026-04-01 17:20:39.705061+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4411
5379,4342,,2026-04-01 17:20:39.705317+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4412
5379,4343,,2026-04-01 17:20:39.727022+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4413
5379,4344,,2026-04-01 17:20:39.727276+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4414
5379,4345,,2026-04-01 17:20:39.727516+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4415
5379,4346,,2026-04-01 17:20:39.727640+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4416
5379,4347,,2026-04-01 17:20:39.727774+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4417
5379,4348,,2026-04-01 17:20:39.727850+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4418
5379,4349,,2026-04-01 17:20:39.727959+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4419
5379,4350,,2026-04-01 17:20:39.728067+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4420
5379,4351,,2026-04-01 17:20:39.728191+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4421
5379,4352,,2026-04-01 17:20:39.728273+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4422
5379,4353,,2026-04-01 17:20:39.728382+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4423
5379,4354,,2026-04-01 17:20:39.728453+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4424
5379,4355,,2026-04-01 17:20:39.728827+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4425
5379,4356,,2026-04-01 17:20:39.728941+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4426
5379,4357,,2026-04-01 17:20:39.775681+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4427
5379,4358,,2026-04-01 17:20:39.775999+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4428
5379,4359,,2026-04-01 17:20:39.797522+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4429
5379,4360,,2026-04-01 17:20:39.797699+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4430
5379,4361,,2026-04-01 17:20:39.797852+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4431
5379,4362,,2026-04-01 17:20:39.797935+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4432
5379,4363,,2026-04-01 17:20:39.798046+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4433
5379,4364,,2026-04-01 17:20:39.798115+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4434
