EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID
5379,11848,,2026-04-08 16:31:12.505087+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13160
5379,11849,,2026-04-08 16:31:12.507339+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13161
5379,11850,,2026-04-08 16:31:12.507603+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13162
5379,11851,,2026-04-08 16:31:12.520582+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13163
5379,11852,,2026-04-08 16:31:12.520758+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13164
5379,11853,,2026-04-08 16:31:12.520891+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13165
5379,11854,,2026-04-08 16:31:12.728001+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13166
5379,11855,,2026-04-08 16:31:12.729090+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13167
5379,11856,,2026-04-08 16:31:12.729155+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13168
5379,11857,,2026-04-08 16:31:12.743439+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13169
5379,11858,,2026-04-08 16:31:12.743826+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13170
5379,11859,,2026-04-08 16:31:12.759188+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13171
5379,11860,,2026-04-08 16:31:12.759390+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13172
5379,11861,,2026-04-08 16:31:12.759537+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13173
5379,11862,,2026-04-08 16:31:12.976196+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13174
5379,11863,,2026-04-08 16:31:12.977045+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13175
5379,11864,,2026-04-08 16:31:12.977091+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13176
5379,11865,,2026-04-08 16:31:12.979820+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13177
5379,11866,,2026-04-08 16:31:12.980022+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13178
5379,11867,,2026-04-08 16:31:12.994242+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13179
5379,11868,,2026-04-08 16:31:12.994410+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13180
5379,11869,,2026-04-08 16:31:12.994539+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13181
5379,11870,,2026-04-08 16:31:13.230379+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13182
5379,11871,,2026-04-08 16:31:13.231205+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13183
5379,11872,,2026-04-08 16:31:13.231264+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13184
5379,11873,,2026-04-08 16:31:13.233496+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13185
5379,11874,,2026-04-08 16:31:13.233707+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13186
5379,11875,,2026-04-08 16:31:13.247948+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13187
5379,11876,,2026-04-08 16:31:13.248198+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13188
5379,11877,,2026-04-08 16:31:13.248367+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13189
5379,11878,,2026-04-08 16:31:13.546610+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13190
5379,11879,,2026-04-08 16:31:13.547573+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13191
5379,11880,,2026-04-08 16:31:13.547613+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13192
5379,11881,,2026-04-08 16:31:13.549780+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13193
5379,11882,,2026-04-08 16:31:13.549965+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13194
5379,11883,,2026-04-08 16:31:13.561872+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13195
5379,11884,,2026-04-08 16:31:13.562033+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13196
5379,11885,,2026-04-08 16:31:13.562178+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13197
5379,11886,,2026-04-08 16:31:13.816799+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13198
5379,11887,,2026-04-08 16:31:13.817802+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13199
5379,11888,,2026-04-08 16:31:13.817848+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13200
5379,11889,,2026-04-08 16:31:13.821035+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13201
5379,11890,,2026-04-08 16:31:13.821497+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13202
5379,11891,,2026-04-08 16:31:13.836016+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13203
5379,11892,,2026-04-08 16:31:13.836237+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13204
5379,11893,,2026-04-08 16:31:13.836414+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13205
5379,11894,,2026-04-08 16:31:14.068178+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13206
5379,11895,,2026-04-08 16:31:14.068861+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13207
5379,11896,,2026-04-08 16:31:14.068901+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13208
5379,11897,,2026-04-08 16:31:14.071117+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13209
5379,11898,,2026-04-08 16:31:14.071608+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13210
5379,11899,,2026-04-08 16:31:14.084297+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13211
5379,11900,,2026-04-08 16:31:14.084452+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13212
5379,11901,,2026-04-08 16:31:14.084585+00:00,,,,,,,2026-04-08 16:15:10.426329+00:00,Security,,,,pizza,,,,,,13213
44,958,,2026-04-08 16:31:24.345509+00:00,,,,,,,,System,,,,,,,,,,13214
4664,11902,,2026-04-08 16:31:26.388466+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13215
4664,11903,,2026-04-08 16:31:26.394587+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13216
4664,11904,,2026-04-08 16:31:26.413343+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13217
4664,11905,,2026-04-08 16:31:26.417150+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13218
4664,11906,,2026-04-08 16:31:26.418711+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13219
4664,11907,,2026-04-08 16:31:26.420025+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13220
4664,11908,,2026-04-08 16:31:26.421093+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13221
4664,11909,,2026-04-08 16:31:26.422441+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13222
4664,11910,,2026-04-08 16:31:26.423214+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13223
4664,11911,,2026-04-08 16:31:26.424433+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13224
4664,11912,,2026-04-08 16:31:26.425262+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13225
4664,11913,,2026-04-08 16:31:26.426519+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13226
4664,11914,,2026-04-08 16:31:26.427267+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13227
4664,11915,,2026-04-08 16:31:26.428551+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13228
4664,11916,,2026-04-08 16:31:26.429230+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13229
4664,11917,,2026-04-08 16:31:26.430843+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13230
4664,11918,,2026-04-08 16:31:26.431540+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13231
4664,11919,,2026-04-08 16:31:26.432697+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13232
4664,11920,,2026-04-08 16:31:26.433863+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13233
4664,11921,,2026-04-08 16:31:26.435045+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13234
4664,11922,,2026-04-08 16:31:26.435839+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13235
4664,11923,,2026-04-08 16:31:26.437178+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13236
4664,11924,,2026-04-08 16:31:26.438089+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13237
4664,11925,,2026-04-08 16:31:26.439333+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13238
4664,11926,,2026-04-08 16:31:26.440048+00:00,,,,,,,,Security,,,,NORMALVM$,,,,,,13239
