EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID
5379,4897,,2026-04-01 17:21:55.452845+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4970
5379,4898,,2026-04-01 17:21:55.495344+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4971
5379,4899,,2026-04-01 17:21:55.495592+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4972
5379,4900,,2026-04-01 17:21:55.496264+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4973
5379,4901,,2026-04-01 17:21:55.496544+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4974
5379,4902,,2026-04-01 17:21:55.496689+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4975
5379,4903,,2026-04-01 17:21:55.497025+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4976
5379,4904,,2026-04-01 17:21:55.497252+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4977
5379,4905,,2026-04-01 17:21:55.497347+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4978
5379,4906,,2026-04-01 17:21:55.497452+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4979
5379,4907,,2026-04-01 17:21:55.497572+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4980
5379,4908,,2026-04-01 17:21:55.497911+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4981
5379,4909,,2026-04-01 17:21:55.498083+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4982
5379,4910,,2026-04-01 17:21:55.498211+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4983
5379,4911,,2026-04-01 17:21:55.498308+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4984
5379,4912,,2026-04-01 17:21:56.240828+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4985
5379,4913,,2026-04-01 17:21:56.240889+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4986
5379,4914,,2026-04-01 17:21:56.241276+00:00,,,,,,,2026-04-01 17:17:51.206451+00:00,Security,,,,pizza,,,,,,4987
